TF_name	target_id	target_name	target_synonyms
STAT5A	ENSG00000002834	LASP1	Lasp-1,MLN50
STAT5A	ENSG00000003400	CASP10	ALPS2,FLICE2,MCH4
STAT5A	ENSG00000004864	SLC25A13	ARALAR2,CITRIN,CTLN2
STAT5A	ENSG00000005379	BZRAP1	BZRAP1,PBR-IP,PRAX-1,PRAX1,RIM-BP1,RIMBP1
STAT5A	ENSG00000006007	GDE1	363E6.2,MIR16
STAT5A	ENSG00000008226	DLEC1	CFAP81,DLC-1,DLC1,F56
STAT5A	ENSG00000008516	MMP25	MMP-25,MMP20,MMP20A,MMPL1,MT-MMP 6,MT-MMP6,MT6-MMP,MT6MMP,MTMMP6
STAT5A	ENSG00000008517	IL32	IL-32alpha,IL-32beta,IL-32delta,IL-32gamma,NK4,TAIF,TAIFa,TAIFb,TAIFc,TAIFd
STAT5A	ENSG00000010244	ZNF207	MIRN632,hsa-mir-632
STAT5A	ENSG00000010818	HIVEP2	HIV-EP2,MBP-2,MIBP1,MRD43,SHN2,ZAS2,ZNF40B
STAT5A	ENSG00000014164	ZC3H3	ZC3HDC3
STAT5A	ENSG00000019582	CD74	DHLAG,HLADG,II,Ia-GAMMA
STAT5A	ENSG00000021355	SERPINB1	EI,ELANH2,HEL-S-27,HEL57,LEI,M/NEI,MNEI,PI-2,PI2
STAT5A	ENSG00000023892	DEF6	IBP,SLAT,SWAP70L
STAT5A	ENSG00000028137	TNFRSF1B	hsa-mir-7846
STAT5A	ENSG00000028839	TBPL1	MGC:8389,MGC:9620,STUD,TLF,TLP,TRF2
STAT5A	ENSG00000029363	BCLAF1	BTF,bK211L9.1
STAT5A	ENSG00000033627	ATP6V0A1	mir-5010
STAT5A	ENSG00000039650	PNKP	AOA4,EIEE10,MCSZ,PNK
STAT5A	ENSG00000040341	STAU2	39K2,39K3
STAT5A	ENSG00000043143	JADE2	JADE-2,PHF15
STAT5A	ENSG00000049541	RFC2	RFC40
STAT5A	ENSG00000053918	KCNQ1	ATFB1,ATFB3,JLNS1,KCNA8,KCNA9,KVLQT1,Kv1.9,Kv7.1,LQT,LQT1,RWS,SQT2,WRS
STAT5A	ENSG00000056558	TRAF1	EBI6,MGC:10353
STAT5A	ENSG00000057657	PRDM1	BLIMP1,PRDI-BF1
STAT5A	ENSG00000061273	HDAC7	HD7,HD7A,HDAC7A
STAT5A	ENSG00000062716	VMP1	MIRN21,hsa-mir-21,miR-21,miRNA21
STAT5A	ENSG00000064012	CASP8	ALPS2B,CAP4,Casp-8,FLICE,MACH,MCH5
STAT5A	ENSG00000065357	DGKA	DAGK,DAGK1,DGK-alpha
STAT5A	ENSG00000065427	KARS	CMTRIB,DFNB89,KARS1,KARS2,KRS
STAT5A	ENSG00000065457	ADAT1	HADAT1
STAT5A	ENSG00000067082	KLF6	BCD1,CBA1,COPEB,CPBP,GBF,PAC1,ST12,ZF9
STAT5A	ENSG00000068308	OTUD5	DUBA
STAT5A	ENSG00000070010	UFD1L	UFD1
STAT5A	ENSG00000070718	AP3M2	AP47B,CLA20,P47B
STAT5A	ENSG00000070814	TCOF1	MFD1,TCS,TCS1,treacle
STAT5A	ENSG00000071051	NCK2	GRB4,NCKbeta
STAT5A	ENSG00000071243	ING3	Eaf4,ING2,MEAF4,p47ING3
STAT5A	ENSG00000073060	SCARB1	CD36L1,CLA-1,CLA1,HDLQTL6,SR-BI,SRB1
STAT5A	ENSG00000075399	VPS9D1	ATP-BL,C16orf7
STAT5A	ENSG00000075624	ACTB	BRWS1,PS1TP5BP1
STAT5A	ENSG00000077238	IL4R	CD124,IL-4RA,IL4RA
STAT5A	ENSG00000078487	ZCWPW1	ZCW1
STAT5A	ENSG00000081189	MEF2C	C5DELq14.3,DEL5q14.3
STAT5A	ENSG00000084070	SMAP2	SMAP1L
STAT5A	ENSG00000084112	SSH1	SSH1L
STAT5A	ENSG00000084676	NCOA1	F-SRC-1,KAT13A,RIP160,SRC1,bHLHe42,bHLHe74
STAT5A	ENSG00000085832	EPS15	AF-1P,AF1P,MLLT5
STAT5A	ENSG00000085871	MGST2	GST2,MGST-II
STAT5A	ENSG00000087074	PPP1R15A	GADD34
STAT5A	ENSG00000087157	PGS1	-
STAT5A	ENSG00000088298	EDEM2	C20orf31,C20orf49,bA4204.1
STAT5A	ENSG00000088543	C3orf18	G20
STAT5A	ENSG00000090013	BLVRB	BVRB,FLR,HEL-S-10,SDR43U1
STAT5A	ENSG00000090924	PLEKHG2	ARHGEF42,CLG,LDAMD
STAT5A	ENSG00000091436	PK	AZK,MLK7,MLT,MLTK,MLTKalpha,MLTKbeta,MRK,SFMMP,ZAK,mlklak,pk
STAT5A	ENSG00000092531	SNAP23	HsT17016,SNAP-23,SNAP23A,SNAP23B
STAT5A	ENSG00000092820	EZR	CVIL,CVL,HEL-S-105,VIL2
STAT5A	ENSG00000092871	RFFL	CARP-2,CARP2,FRING,RIFIFYLIN,RNF189,RNF34L
STAT5A	ENSG00000093009	CDC45	CDC45L,CDC45L2,MGORS7,PORC-PI-1
STAT5A	ENSG00000094916	CBX5	mir-3198-2
STAT5A	ENSG00000095380	NANS	HEL-S-100,SAS,SEMDCG,SEMDG
STAT5A	ENSG00000096384	HSP90AB1	D6S182,HSP84,HSP90B,HSPC2,HSPCB
STAT5A	ENSG00000099256	PRTFDC1	HHGP
STAT5A	ENSG00000099377	HSD3B7	CBAS1,PFIC4,SDR11E3
STAT5A	ENSG00000099622	CIRBP	CIRP
STAT5A	ENSG00000099795	NDUFB7	B18,CI-B18
STAT5A	ENSG00000099797	TECR	MIRN639,hsa-mir-639
STAT5A	ENSG00000099814	CEP170B	CEP170R,FAM68C,KIAA0284
STAT5A	ENSG00000099860	GADD45B	GADD45BETA,MYD118
STAT5A	ENSG00000099942	CRKL	-
STAT5A	ENSG00000099991	CABIN1	CAIN,KB-318B8.7,PPP3IN
STAT5A	ENSG00000100023	PPIL2	CYC4,CYP60,Cyp-60,UBOX7,hCyP-60
STAT5A	ENSG00000100034	PPM1F	CAMKP,CaMKPase,FEM-2,POPX2,hFEM-2
STAT5A	ENSG00000100084	HIRA	DGCR1,TUP1,TUPLE1
STAT5A	ENSG00000100092	SH3BP1	ARHGAP43
STAT5A	ENSG00000100227	POLDIP3	PDIP46,SKAR
STAT5A	ENSG00000100239	PPP6R2	KIAA0685,PP6R2,SAP190,SAPS2
STAT5A	ENSG00000100316	RPL3	ASC-1,L3,TARBP-B
STAT5A	ENSG00000100425	BRD1	BRL,BRPF1,BRPF2
STAT5A	ENSG00000100478	AP4S1	AP47B,CLA20,CLAPS4,CPSQ6,SPG52
STAT5A	ENSG00000100519	PSMC6	CADP44,HEL-S-73,P44,SUG2,p42
STAT5A	ENSG00000100647	KIAA0247	DRAGO,KIAA0247
STAT5A	ENSG00000100804	PSMB5	LMPX,MB1,X
STAT5A	ENSG00000101294	HM13	H13,IMP1,IMPAS,IMPAS-1,MSTP086,PSENL3,PSL3,SPP,SPPL1
STAT5A	ENSG00000101608	MYL12A	HEL-S-24,MLC-2B,MLCB,MRCL3,MRLC3,MYL2B
STAT5A	ENSG00000101639	CEP192	PPP1R62
STAT5A	ENSG00000102057	KCND1	KV4.1
STAT5A	ENSG00000102096	PIM2	-
STAT5A	ENSG00000102100	SLC35A2	CDG2M,CDGX,UDP-Gal-Tr,UGALT,UGAT,UGT,UGT1,UGT2,UGTL
STAT5A	ENSG00000102471	NDFIP2	N4WBP5A
STAT5A	ENSG00000102921	N4BP1	-
STAT5A	ENSG00000103319	EEF2K	HSU93850,eEF-2K
STAT5A	ENSG00000103657	HERC1	MDFPMR,p532,p619
STAT5A	ENSG00000103994	ZNF106	SH3BP3,ZFP106,ZNF474
STAT5A	ENSG00000104218	CSPP1	CSPP,JBTS21
STAT5A	ENSG00000104221	BRF2	BRFU,TFIIIB50
STAT5A	ENSG00000104324	CPQ	LDP,PGCP
