TF_name	target_id	target_name	target_synonyms
PRDM14	ENSG00000005187	ACSM3	SA,SAH
PRDM14	ENSG00000006016	CRLF1	CISS,CISS1,CLF,CLF-1,NR6,zcytor5
PRDM14	ENSG00000011566	MAP4K3	GLK,MAPKKKK3,MEKKK 3,MEKKK3,RAB8IPL1
PRDM14	ENSG00000012211	PRICKLE3	LMO6
PRDM14	ENSG00000034510	TMSB10	MIG12,TB10
PRDM14	ENSG00000048405	ZNF800	-
PRDM14	ENSG00000054116	TRAPPC3	BET3
PRDM14	ENSG00000054392	HHAT	MART2,SKI1,Skn
PRDM14	ENSG00000057608	GDI2	HEL-S-46e,RABGDIB
PRDM14	ENSG00000058453	CROCC	ROLT,TAX1BP2
PRDM14	ENSG00000064961	HMG20B	BRAF25,BRAF35,HMGX2,HMGXB2,PP7706,SMARCE1r,SOXL,pp8857
PRDM14	ENSG00000066583	ISOC1	CGI-111
PRDM14	ENSG00000076108	BAZ2A	TIP5,WALp3
PRDM14	ENSG00000076641	PAG1	CBP,PAG
PRDM14	ENSG00000076826	CAMSAP3	KIAA1543,NEZHA,PPP1R80
PRDM14	ENSG00000077150	NFKB2	CVID10,H2TF1,LYT-10,LYT10,NF-kB2,p100,p49/p100,p52
PRDM14	ENSG00000099953	MMP11	SL-3,ST3,STMY3
PRDM14	ENSG00000102001	CACNA1F	AIED,COD3,COD4,CORDX,CORDX3,CSNB2,CSNB2A,CSNBX2,Cav1.4,Cav1.4alpha1,JM8,JMC8,OA2
PRDM14	ENSG00000105696	TMEM59L	BSMAP,C19orf4
PRDM14	ENSG00000106571	GLI3	ACLS,GCPS,GLI3-190,GLI3FL,PAP-A,PAPA,PAPA1,PAPB,PHS,PPDIV
PRDM14	ENSG00000106683	LIMK1	LIMK,LIMK-1
PRDM14	ENSG00000107874	CUEDC2	C10orf66,bA18I14.5
PRDM14	ENSG00000109519	GRPEL1	GrpE,HMGE,mt-GrpE#1
PRDM14	ENSG00000109787	KLF3	BKLF
PRDM14	ENSG00000110011	DNAJC4	DANJC4,HSPF2,MCG18
PRDM14	ENSG00000111605	CPSF6	CFIM,CFIM68,HPBRII-4,HPBRII-7
PRDM14	ENSG00000112343	TRIM38	RNF15,RORET
PRDM14	ENSG00000112473	SLC39A7	D6S115E,D6S2244E,H2-KE4,HKE4,KE4,RING5,ZIP7
PRDM14	ENSG00000113645	WWC1	HBEBP3,HBEBP36,KIBRA,MEMRYQTL,PPP1R168
PRDM14	ENSG00000114779	ABHD14B	CIB,HEL-S-299
PRDM14	ENSG00000114786	ABHD14A-ACY1	-
PRDM14	ENSG00000115540	MOB4	2C4D,CGI-95,MOB1,MOB3,MOBKL3,PHOCN,PREI3
PRDM14	ENSG00000116560	SFPQ	POMP100,PPP1R140,PSF
PRDM14	ENSG00000116871	MAP7D1	PARCC1,RPRC1
PRDM14	ENSG00000117691	NENF	CIR2,SCIRP10,SPUF
PRDM14	ENSG00000118263	KLF7	UKLF
PRDM14	ENSG00000121104	FAM117A	-
PRDM14	ENSG00000123358	NR4A1	GFRP1,HMR,N10,NAK-1,NGFIB,NP10,NUR77,TR3
PRDM14	ENSG00000127483	HP1BP3	HP1-BP74,HP1BP74
PRDM14	ENSG00000127995	CASD1	C7orf12,NBLA04196
PRDM14	ENSG00000129116	PALLD	CGI-151,CGI151,MYN,PNCA1,SIH002
PRDM14	ENSG00000129473	BCL2L2	BCL-W,BCL2-L-2,BCLW,PPP1R51
PRDM14	ENSG00000130304	SLC27A1	ACSVL5,FATP,FATP-1,FATP1
PRDM14	ENSG00000130449	ZSWIM6	AFND
PRDM14	ENSG00000131061	ZNF341	-
PRDM14	ENSG00000131149	GSE1	CRHSP24,KIAA0182
PRDM14	ENSG00000132475	H3F3B	-
PRDM14	ENSG00000133612	AGAP3	AGAP-3,CENTG3,CRAG,MRIP-1,cnt-g3
PRDM14	ENSG00000134049	IER3IP1	-
PRDM14	ENSG00000134686	PHC2	mir-3605
PRDM14	ENSG00000136100	VPS36	C13orf9,CGI-145,EAP45
PRDM14	ENSG00000136504	KAT7	HBO1,HBOA,MYST2,ZC2HC7
PRDM14	ENSG00000136518	ACTL6A	ACTL6,ARPN-BETA,Arp4,BAF53A,INO80K
PRDM14	ENSG00000136938	ANP32B	APRIL,PHAPI2,SSP29
PRDM14	ENSG00000137693	YAP1	COB1,YAP,YAP2,YAP65,YKI
PRDM14	ENSG00000138449	SLC40A1	FPN1,HFE4,IREG1,MST079,MSTP079,MTP1,SLC11A3
